headline	positive	negative	neutral	url	publisher	ts	symbol
Agilent Technologies Sees RS Rating Improve To 76	0.9560263156890869	0.017508622258901596	0.026465026661753654	http://www.investors.com/ibd-data-stories/agilent-technologies-sees-rs-rating-improve-to-76/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-11-12 00:00:00	A
Royal London Asset Management Ltd Buys Apple Inc, Amazon. ...	0.10696430504322052	0.015613498166203499	0.8774222135543823	https://www.benzinga.com/node/14785636	GuruFocus	2019-11-12 00:00:00	A
Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q3 2019 Update	0.035787805914878845	0.01786617375910282	0.9463460445404053	https://seekingalpha.com/article/4303617-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q3-2019-update?source=partner_benzinga	Seeking Alpha	2019-11-07 00:00:00	A
TD Asset Management Inc Buys TC Energy Corp, iShares iBoxx $ High Yield Corporate Bond ETF, ...	0.30435723066329956	0.013795152306556702	0.6818475723266602	https://www.benzinga.com/node/14761049	GuruFocus	2019-11-07 00:00:00	A
TDAM USA Inc. Buys Phillips 66, DuPont de Nemours Inc, Agilent Technologies Inc, Sells Apple ...	0.09640390425920486	0.01596488617360592	0.8876311779022217	https://www.benzinga.com/node/14761053	GuruFocus	2019-11-07 00:00:00	A
When Does Market Timing Actually Work? - November 01, 2019	0.024290939792990685	0.042180150747299194	0.9335289597511292	http://www.zacks.com/stock/news/598002/when-does-market-timing-actually-work-november-01-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-598002	Zacks	2019-11-01 00:00:00	A
Electronics Testing Equipment Outlook: Solid Demand Ahead	0.9541733264923096	0.018178528174757957	0.02764817699790001	http://www.zacks.com/commentary/582329/electronics-testing-equipment-outlook-solid-demand-ahead?cid=CS-BENZ-FT-industry_outlook-582329	Zacks	2019-10-24 00:00:00	A
Clean Yield Group Buys Healthcare Trust of America Inc, Lakeland Financial Corp, U.S. ...	0.08738944679498672	0.009790850803256035	0.9028196930885315	https://www.benzinga.com/node/14650305	GuruFocus	2019-10-23 00:00:00	A
KraneShares Joins with Nasdaq Dorsey Wright to Launch KraneShares China Rotation Model	0.19632196426391602	0.007411557715386152	0.7962664365768433	https://www.benzinga.com/node/14643902	GuruFocus	2019-10-23 00:00:00	A
5G Wireless Networks Give This Communications Test Gear Maker A Lift	0.7943540811538696	0.007809483911842108	0.19783642888069153	http://www.investors.com/research/ibd-stock-of-the-day/5g-wireless-networks-give-keystock-stock-lift/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-10-22 00:00:00	A
Private Bank & Trust Co Buys Agilent Technologies Inc, Alibaba Group Holding, Icon PLC, ...	0.0983080267906189	0.012230727821588516	0.8894612789154053	https://www.benzinga.com/node/14638879	GuruFocus	2019-10-22 00:00:00	A
Oakmark Equity And Income Fund: Third Quarter 2019	0.02899075672030449	0.023775599896907806	0.9472336173057556	https://seekingalpha.com/article/4297571-oakmark-equity-income-fund-third-quarter-2019?source=partner_benzinga	Seeking Alpha	2019-10-21 00:00:00	A
Dividend Challenger Highlights: Week Of October 20	0.028870174661278725	0.05330956354737282	0.9178202152252197	https://seekingalpha.com/article/4297460-dividend-challenger-highlights-week-october-20?source=partner_benzinga	Seeking Alpha	2019-10-19 00:00:00	A
Parnassus Endeavor Fund Buys 4 Stocks in 'rd Quarter	0.6301779747009277	0.0173494815826416	0.35247260332107544	https://www.benzinga.com/node/14613262	GuruFocus	2019-10-17 00:00:00	A
Parnassus Endeavor Fund Buys Alaska Air Group Inc, Arista Networks Inc, Charles Schwab Corp, ...	0.11877700686454773	0.01189455483108759	0.8693284392356873	https://www.benzinga.com/node/14605708	GuruFocus	2019-10-16 00:00:00	A
Dividend Growth Stocks Of Tomorrow: Agilent Technologies Inc.	0.11515744775533676	0.014236655086278915	0.8706058859825134	https://seekingalpha.com/article/4296471-dividend-growth-stocks-tomorrow-agilent-technologies-inc?source=partner_benzinga	Seeking Alpha	2019-10-14 00:00:00	A
Stocks With Rising Relative Strength: Agilent Technologies	0.849464476108551	0.015018646605312824	0.13551682233810425	http://www.investors.com/ibd-data-stories/stocks-with-rising-relative-strength-agilent-technologies-2/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-10-14 00:00:00	A
Cypress Looks to Gain Traction With New USB-C Controller	0.9349851012229919	0.01040077768266201	0.054614122956991196	http://www.zacks.com/stock/news/559529/cypress-looks-to-gain-traction-with-new-usb-c-controller?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-559529	Zacks	2019-10-11 00:00:00	A
Trimble Strengthens Agriculture Portfolio with Weedseeker 2	0.7884698510169983	0.008360695093870163	0.20316945016384125	http://www.zacks.com/stock/news/557913/trimble-strengthens-agriculture-portfolio-with-weedseeker-2?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-557913	Zacks	2019-10-10 00:00:00	A
How to Time the Markets Like an Investing Pro - October 10, 2019	0.042304035276174545	0.022329069674015045	0.9353669285774231	http://www.zacks.com/stock/news/557545/how-to-time-the-markets-like-an-investing-pro-october-10-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-557545	Zacks	2019-10-10 00:00:00	A
Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Agilent Technologies Inc, ...	0.07823207974433899	0.015329251065850258	0.9064387083053589	https://www.benzinga.com/node/14553529	GuruFocus	2019-10-07 00:00:00	A
Bruker To Buy Freiberg Instruments' Magnettech EPR Business	0.08841217309236526	0.00924747996032238	0.9023403525352478	http://www.zacks.com/stock/news/552804/bruker-to-buy-freiberg-instruments-magnettech-epr-business?cid=CS-BENZ-FT-analyst_blog|company_news_-_medical_sector-552804	Zacks	2019-10-07 00:00:00	A
50 Firms Going Ex-Dividend Next Week, Including Cardinal Health, JP Morgan Chase And Comcast	0.05565638840198517	0.027131186798214912	0.9172123670578003	https://www.benzinga.com/node/14507384	TalkMarkets	2019-09-27 00:00:00	A
Dividend Challenger Highlights: Week Of September 22	0.03001505136489868	0.053195226937532425	0.9167897701263428	https://seekingalpha.com/article/4292825-dividend-challenger-highlights-week-september-22?source=partner_benzinga	Seeking Alpha	2019-09-21 00:00:00	A
4 Stocks to Focus on Global Biotechnology Reagents Market	0.07515976577997208	0.014369595795869827	0.9104706645011902	http://www.zacks.com/stock/news/527817/4-stocks-to-focus-on-global-biotechnology-reagents-market?cid=CS-BENZ-FT-analyst_blog|investment_ideas-527817	Zacks	2019-09-20 00:00:00	A
Stocks With Rising Relative Strength: Agilent Technologies	0.849464476108551	0.015018646605312824	0.13551682233810425	http://www.investors.com/ibd-data-stories/stocks-with-rising-relative-strength-agilent-technologies/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-09-19 00:00:00	A
Agilent declares $0.164 dividend	0.028638597577810287	0.05483190342783928	0.9165295362472534	https://seekingalpha.com/news/3500279-agilent-declares-0_164-dividend?source=partner_benzinga	Seeking Alpha	2019-09-18 00:00:00	A
Simple Market Timing Strategies That Work - September 17, 2019	0.03015179932117462	0.027072256430983543	0.9427759051322937	http://www.zacks.com/stock/news/522540/simple-market-timing-strategies-that-work-september-17-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-522540	Zacks	2019-09-17 00:00:00	A
What Makes Agilent (A) a New Buy Stock	0.04497527331113815	0.01690095290541649	0.9381237626075745	http://www.zacks.com/stock/news/520894/what-makes-agilent-a-a-new-buy-stock?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_12_zacks_rank_upgrade-520894	Zacks	2019-09-16 00:00:00	A
Agilent (A) Up 11.5% Since Last Earnings Report: Can It Continue?	0.9553663730621338	0.016585106030106544	0.02804846502840519	http://www.zacks.com/stock/news/516816/agilent-a-up-115-since-last-earnings-report-can-it-continue?cid=CS-BENZ-FT-realtime_blog-516816	Zacks	2019-09-13 00:00:00	A
Agilent Technologies Sees RS Rating Climb To 74	0.9478566646575928	0.022068019956350327	0.030075322836637497	http://www.investors.com/ibd-data-stories/agilent-technologies-sees-rs-rating-climb-to-74/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-09-12 00:00:00	A
Stocks For You To Swing-Trade: TTWO, A, ROP	0.051696695387363434	0.01530036423355341	0.9330029487609863	https://www.benzinga.com/node/14421381	TalkMarkets	2019-09-12 00:00:00	A
Agilent Technologies (A) is a Great Momentum Stock: Should You Buy?	0.0807715430855751	0.012110919691622257	0.907117486000061	http://www.zacks.com/stock/news/511136/agilent-technologies-a-is-a-great-momentum-stock-should-you-buy?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_10-511136	Zacks	2019-09-10 00:00:00	A
Agilent Technologies: Buy For Great Growth In The Pharmaceutical Development Business	0.8231858015060425	0.0066004469990730286	0.17021380364894867	https://seekingalpha.com/article/4290704-agilent-technologies-buy-great-growth-pharmaceutical-development-business?source=partner_benzinga	Seeking Alpha	2019-09-10 00:00:00	A
Trimble Strengthens Forestry Division With 3LOG Acquisition	0.4761342704296112	0.010667498223483562	0.5131983160972595	http://www.zacks.com/stock/news/511240/trimble-strengthens-forestry-division-with-3log-acquisition?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-511240	Zacks	2019-09-10 00:00:00	A
Agilent Prices Public Offering of $500M Senior Notes Due 2029	0.09006952494382858	0.011660824529826641	0.8982696533203125	http://www.zacks.com/stock/news/511114/agilent-prices-public-offering-of-%24500m-senior-notes-due-2029?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-511114	Zacks	2019-09-10 00:00:00	A
Agilent launches debt offering	0.06227494031190872	0.019508037716150284	0.9182169437408447	https://seekingalpha.com/news/3497325-agilent-launches-debt-offering?source=partner_benzinga	Seeking Alpha	2019-09-05 00:00:00	A
Agilent readies debt offering	0.04159042611718178	0.01741095446050167	0.9409986734390259	https://seekingalpha.com/news/3496366-agilent-readies-debt-offering?source=partner_benzinga	Seeking Alpha	2019-09-03 00:00:00	A
Agilent completes BioTek buy	0.08404755592346191	0.011512862518429756	0.9044395685195923	https://seekingalpha.com/news/3494548-agilent-completes-biotek-buy?source=partner_benzinga	Seeking Alpha	2019-08-26 00:00:00	A
IBD Stock Of The Day Keysight Technologies Hits Buy Zone As Wall Street Cheers 5G-Driven Growth	0.8727473020553589	0.016583824530243874	0.11066891252994537	http://www.investors.com/research/ibd-stock-of-the-day/keystock-stock-surges-keysight-earnings-q3-2019/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-08-22 00:00:00	A
Sit Investment Associates Inc Buys United Technologies Corp, Corning Inc, Comcast Corp, Sells ...	0.06202772259712219	0.013882827013731003	0.9240894913673401	http://www.gurufocus.com/news/932970/sit-investment-associates-inc-buys-united-technologies-corp-corning-inc-comcast-corp-sells-dupont-de-nemours-inc-occidental-petroleum-corp-raytheon-co	GuruFocus	2019-08-21 00:00:00	A
Stock Upgrades: Agilent Technologies Shows Rising Relative Strength	0.9544261693954468	0.021206025034189224	0.024367859587073326	http://www.investors.com/ibd-data-stories/stock-upgrades-agilent-technologies-shows-rising-relative-strength-3/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-08-20 00:00:00	A
Beaconlight Capital, Llc Buys Fortune Brands Home & Security Inc, Hasbro Inc, KAR Auction ...	0.07438615709543228	0.011508321389555931	0.9141054749488831	http://www.gurufocus.com/news/931790/beaconlight-capital-llc-buys-fortune-brands-home--security-inc-hasbro-inc-kar-auction-services-inc-sells-liberty-formula-one-group-hb-fuller-co-verisign-inc	GuruFocus	2019-08-20 00:00:00	A
Fairpointe Capital LLC Buys Agilent Technologies Inc, Magna International Inc, iShares MSCI ...	0.10224031656980515	0.012019363231956959	0.8857402801513672	http://www.gurufocus.com/news/931818/fairpointe-capital-llc-buys-agilent-technologies-inc-magna-international-inc-ishares-msci-acwi-index-fund-sells-tegna-inc-agco-corp-cincinnati-financial-corp	GuruFocus	2019-08-20 00:00:00	A
BlueSpruce Investments, LP Buys Ross Stores Inc, TJX Inc, Comcast Corp, Sells Constellation ...	0.08606892079114914	0.010400818660855293	0.9035302400588989	http://www.gurufocus.com/news/929847/bluespruce-investments-lp-buys-ross-stores-inc-tjx-inc-comcast-corp-sells-constellation-brands-inc-msci-inc-paypal-holdings-inc	GuruFocus	2019-08-16 00:00:00	A
Agilent (A) Earnings and Revenues Beat Estimates in Q3	0.934837818145752	0.040408048778772354	0.024754110723733902	http://www.zacks.com/stock/news/471584/agilent-a-earnings-and-revenues-beat-estimates-in-q3?cid=CS-BENZ-FT-analyst_blog|earnings_article-471584	Zacks	2019-08-15 00:00:00	A
Agilent Technologies (A) Tops Q3 Earnings and Revenue Estimates	0.9463026523590088	0.02805105783045292	0.025646183639764786	http://www.zacks.com/stock/news/470844/agilent-technologies-a-tops-q3-earnings-and-revenue-estimates?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_4-470844	Zacks	2019-08-14 00:00:00	A
Agilent Technologies, Inc. (A) CEO Michael McMullen on Q3 2019 Results - Earnings Call Transcript	0.026840319857001305	0.06488902866840363	0.9082706570625305	https://seekingalpha.com/article/4285738-agilent-technologies-inc-ceo-michael-mcmullen-q3-2019-results-earnings-call-transcript?source=partner_benzinga	Seeking Alpha	2019-08-14 00:00:00	A
The Dow Jones Industrial Average Will Lose 400 Points On Today's Inverted Yield Curve	0.008227195590734482	0.9658321738243103	0.025940587744116783	https://www.benzinga.com/node/14267672	TalkMarkets	2019-08-14 00:00:00	A
A, CSCO, NTAP and WPG among after hour movers	0.04154467582702637	0.019125161692500114	0.9393301606178284	https://seekingalpha.com/news/3491982-csco-ntap-wpg-among-hour-movers?source=partner_benzinga	Seeking Alpha	2019-08-14 00:00:00	A
Agilent up 5% on FQ3 beat, lower end of guidance raise	0.9348356127738953	0.03873110190033913	0.026433318853378296	https://seekingalpha.com/news/3491836-agilent-5-percent-fq3-beat-lower-end-guidance-raise?source=partner_benzinga	Seeking Alpha	2019-08-14 00:00:00	A
Agilent EPS beats by $0.04, beats on revenue	0.815800666809082	0.02834494225680828	0.15585441887378693	https://seekingalpha.com/news/3491808-agilent-eps-beats-0_04-beats-revenue?source=partner_benzinga	Seeking Alpha	2019-08-14 00:00:00	A
Stock Futures Plunge as Recession Fears Intensify	0.011954559944570065	0.9526517391204834	0.03539380058646202	http://www.zacks.com/stock/news/470291/stock-futures-plunge-as-recession-fears-intensify?cid=CS-BENZ-FT-ahead_of_wall_street-470291	Zacks	2019-08-14 00:00:00	A
Wall Street Tumbles Following Yield Curve Inversion	0.04998360574245453	0.8513345718383789	0.09868187457323074	http://www.zacks.com/stock/news/470319/wall-street-tumbles-following-yield-curve-inversion?cid=CS-BENZ-FT-economic_highlights-470319	Zacks	2019-08-14 00:00:00	A
Agilent Q3 2019 Earnings Preview	0.35823848843574524	0.06390222162008286	0.5778593420982361	https://seekingalpha.com/news/3491232-agilent-q3-2019-earnings-preview?source=partner_benzinga	Seeking Alpha	2019-08-13 00:00:00	A
Notable earnings after Wednesday's close	0.891920268535614	0.06922316551208496	0.03885665908455849	https://seekingalpha.com/news/3491104-notable-earnings-wednesday-s-close?source=partner_benzinga	Seeking Alpha	2019-08-13 00:00:00	A
Impax Asset Management Group plc Buys Pentair PLC, Agilent Technologies Inc, IQVIA Holdings ...	0.08332762867212296	0.013064892962574959	0.9036075472831726	http://www.gurufocus.com/news/927801/impax-asset-management-group-plc-buys-pentair-plc-agilent-technologies-inc-iqvia-holdings-inc-sells-ecolab-inc-cantel-medical-corp-international-business-machines-corp	GuruFocus	2019-08-13 00:00:00	A
Agilent (A) Gears Up for Q3 Earnings: What's in the Cards?	0.06689974665641785	0.01923815719783306	0.9138621091842651	http://www.zacks.com/stock/news/466578/agilent-a-gears-up-for-q3-earnings-whats-in-the-cards?cid=CS-BENZ-FT-analyst_blog|earnings_preview-466578	Zacks	2019-08-12 00:00:00	A
Walmart And Alibaba Step To The Plate (Stocks To Watch Podcast)	0.09330187737941742	0.02389626018702984	0.88280189037323	https://seekingalpha.com/article/4284498-walmart-alibaba-step-plate-stocks-watch-podcast?source=partner_benzinga	Seeking Alpha	2019-08-11 00:00:00	A
Stocks To Watch: Walmart And Alibaba Step To The Plate	0.15733882784843445	0.014464597217738628	0.8281965851783752	https://seekingalpha.com/article/4284315-stocks-watch-walmart-alibaba-step-plate?source=partner_benzinga	Seeking Alpha	2019-08-10 00:00:00	A
Agilent Technologies Hitting Lower Rail Of Upwardly Sloped Trend Channel Ahead Of Earnings	0.4038325250148773	0.5487300157546997	0.04743751883506775	https://seekingalpha.com/article/4284107-agilent-technologies-hitting-lower-rail-upwardly-sloped-trend-channel-ahead-earnings?source=partner_benzinga	Seeking Alpha	2019-08-09 00:00:00	A
Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?	0.2209269106388092	0.01327436976134777	0.7657986879348755	http://www.zacks.com/stock/news/460583/agilent-technologies-a-earnings-expected-to-grow-should-you-buy?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_9-460583	Zacks	2019-08-07 00:00:00	A
Acquisition Boosts Exact Sciences' Role in Cancer Diagnostics	0.9438432455062866	0.011489621363580227	0.04466719925403595	http://www.gurufocus.com/news/920455/acquisition-boosts-exact-sciences-role-in-cancer-diagnostics	GuruFocus	2019-08-01 00:00:00	A
The Truth About Market Timing - July 30, 2019	0.034427229315042496	0.03092712163925171	0.9346455931663513	http://www.zacks.com/stock/news/453591/the-truth-about-market-timing-july-30-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-453591	Zacks	2019-07-30 00:00:00	A
Tracking William von Mueffling's Cantillon Capital Management Portfolio - Q2 2019 Update	0.03603605926036835	0.01732085458934307	0.9466431140899658	https://seekingalpha.com/article/4278541-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q2-2019-update?source=partner_benzinga	Seeking Alpha	2019-07-29 00:00:00	A
Agilent: 2 Decades Of Portfolio Moves Left Investors With A Good Business	0.8804905414581299	0.012440398335456848	0.10706900805234909	https://seekingalpha.com/article/4277193-agilent-2-decades-portfolio-moves-left-investors-good-business?source=partner_benzinga	Seeking Alpha	2019-07-24 00:00:00	A
Dividend Challenger Highlights: Week Of July 21	0.02933206595480442	0.05341159924864769	0.9172562956809998	https://seekingalpha.com/article/4276228-dividend-challenger-highlights-week-july-21?source=partner_benzinga	Seeking Alpha	2019-07-20 00:00:00	A
Oppenheimer likes Millendo Therapeutics in premarket analyst action	0.07303298264741898	0.0157929677516222	0.9111740589141846	https://seekingalpha.com/news/3477983-oppenheimer-likes-millendo-therapeutics-premarket-analyst-action?source=partner_benzinga	Seeking Alpha	2019-07-16 00:00:00	A
Harvey Investment Co Llc Buys Fastenal Co, Agilent Technologies Inc, CarMax Inc, Sells Croda ...	0.07450776547193527	0.012708492577075958	0.9127838015556335	http://www.gurufocus.com/news/909657/harvey-investment-co-llc-buys-fastenal-co-agilent-technologies-inc-carmax-inc-sells-croda-international-plc-ecolab-inc-nextera-energy-inc	GuruFocus	2019-07-16 00:00:00	A
Wells sees 33% upside in Gilead in premarket analyst action	0.9349221587181091	0.03156168758869171	0.03351609781384468	https://seekingalpha.com/news/3477623-wells-sees-33-percent-upside-gilead-premarket-analyst-action?source=partner_benzinga	Seeking Alpha	2019-07-15 00:00:00	A
Agilent: Some Bolt-On M&A To Rejuvenate Growth	0.5188873410224915	0.009193634614348412	0.47191905975341797	https://seekingalpha.com/article/4274967-agilent-bolt-m-rejuvenate-growth?source=partner_benzinga	Seeking Alpha	2019-07-15 00:00:00	A
Agilent to Acquire BioTek, Cell Analysis Portfolio to Expand	0.2915734052658081	0.009109213016927242	0.6993173956871033	http://www.zacks.com/stock/news/441535/agilent-to-acquire-biotek-cell-analysis-portfolio-to-expand?cid=CS-BENZ-FT-441535	Zacks	2019-07-12 00:00:00	A
Silicon Valley Pioneer Keysight Just Moved Into The Buy Zone — But Can It Stay There?	0.0954878032207489	0.011990316212177277	0.8925219178199768	http://www.investors.com/stock-lists/ibd-50/keysight-stock-moved-into-buy-zone/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-07-11 00:00:00	A
Agilent to acquire BioTek for $1.165B	0.048441123217344284	0.01216955203562975	0.9393893480300903	https://seekingalpha.com/news/3477088-agilent-acquire-biotek-1_165b?source=partner_benzinga	Seeking Alpha	2019-07-11 00:00:00	A
Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Ross Stores Inc, Sells ...	0.06273572146892548	0.01605423167347908	0.9212100505828857	http://www.gurufocus.com/news/906796/lgt-capital-partners-ltd-buys-unitedhealth-group-inc-alphabet-inc-ross-stores-inc-sells-celgene-corp-3m-co-delta-air-lines-inc	GuruFocus	2019-07-10 00:00:00	A
Stock Upgrades: Agilent Technologies Shows Rising Relative Strength	0.9544261693954468	0.021206025034189224	0.024367859587073326	http://www.investors.com/ibd-data-stories/stock-upgrades-agilent-technologies-shows-rising-relative-strength-2/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-07-05 00:00:00	A
Agilent: An Excellent Company At Average Price	0.8393303155899048	0.007671960163861513	0.1529977172613144	https://seekingalpha.com/article/4272668-agilent-excellent-company-average-price?source=partner_benzinga	Seeking Alpha	2019-06-28 00:00:00	A
29 Firms Going Ex-Dividend Next Week, Including Comcast, Cisco And JP Morgan	0.035230908542871475	0.06376661360263824	0.9010024666786194	https://www.benzinga.com/node/14003999	TalkMarkets	2019-06-28 00:00:00	A
Dividend Challenger Highlights: Week Of June 23	0.02828146331012249	0.04987005144357681	0.921848475933075	https://seekingalpha.com/article/4271630-dividend-challenger-highlights-week-june-23?source=partner_benzinga	Seeking Alpha	2019-06-22 00:00:00	A
John Templeton's Investment Philosophy	0.05273562669754028	0.02582673542201519	0.9214376211166382	http://www.gurufocus.com/news/897823/john-templetons-investment-philosophy	GuruFocus	2019-06-21 00:00:00	A
Agilent Announces Receipt of FDA Approval for pharmDX Assay	0.6556809544563293	0.013386497274041176	0.33093252778053284	http://www.zacks.com/stock/news/429945/agilent-announces-receipt-of-fda-approval-for-pharmdx-assay?cid=CS-BENZ-FT-429945	Zacks	2019-06-14 00:00:00	A
Why Is Agilent (A) Up 3.9% Since Last Earnings Report?	0.7009613513946533	0.05815143138170242	0.24088717997074127	http://www.zacks.com/stock/news/429061/why-is-agilent-a-up-39-since-last-earnings-report?cid=CS-BENZ-FT-429061	Zacks	2019-06-13 00:00:00	A
Barclays bearish on Teva, sees 14% downside risk in premarket analyst action	0.05368585139513016	0.9007423520088196	0.04557178169488907	https://seekingalpha.com/news/3470387-barclays-bearish-teva-sees-14-percent-downside-risk-premarket-analyst-action?source=partner_benzinga	Seeking Alpha	2019-06-11 00:00:00	A
FDA OKs Agilent companion diagnostic for Keytruda in HNSCC	0.3067689538002014	0.011677926406264305	0.6815531253814697	https://seekingalpha.com/news/3470455-fda-oks-agilent-companion-diagnostic-keytruda-hnscc?source=partner_benzinga	Seeking Alpha	2019-06-11 00:00:00	A
Tense About Trade War? Follow Goldman With 5 ETF Strategies	0.05611630901694298	0.023129088804125786	0.9207546710968018	http://www.zacks.com/stock/news/419298/tense-about-trade-war-follow-goldman-with-5-etf-strategies?cid=CS-BENZ-FT-419298	Zacks	2019-05-24 00:00:00	A
Agilent declares $0.164 dividend	0.028638597577810287	0.05483190342783928	0.9165295362472534	https://seekingalpha.com/news/3466217-agilent-declares-0_164-dividend?source=partner_benzinga	Seeking Alpha	2019-05-22 00:00:00	A
Bessemer Securities Llc Buys Facebook Inc, Texas Instruments Inc, Bank of America Corporation, ...	0.06906812638044357	0.015406114980578423	0.9155257344245911	http://www.gurufocus.com/news/882812/bessemer-securities-llc-buys-facebook-inc-texas-instruments-inc-bank-of-america-corporation-sells-japan-post-holdings-co-keycorp-cigna-corp	GuruFocus	2019-05-21 00:00:00	A
Bullish Quintet	0.0727500170469284	0.046989720314741135	0.8802603483200073	https://www.benzinga.com/node/13766788	TalkMarkets	2019-05-17 00:00:00	A
ACB and A among premarket losers	0.07599480450153351	0.04293280839920044	0.8810723423957825	https://seekingalpha.com/news/3464005-acb-among-premarket-losers?source=partner_benzinga	Seeking Alpha	2019-05-15 00:00:00	A
Agilent Technologies, Inc. 2019 Q2 - Results - Earnings Call Slides	0.07729849964380264	0.27101442217826843	0.6516871452331543	https://seekingalpha.com/article/4264108-agilent-technologies-inc-2019-q2-results-earnings-call-slides?source=partner_benzinga	Seeking Alpha	2019-05-15 00:00:00	A
Stocks To Watch: Agilent Technologies Sees Relative Strength Rating Jump To 84	0.9514539837837219	0.023146094754338264	0.02539997734129429	http://www.investors.com/ibd-data-stories/stocks-to-watch-agilent-technologies-sees-relative-strength-rating-jump-to-84/?src=A00237A&ven=BenzingaCP&src=AURLAAM	Investor's Business Daily	2019-05-15 00:00:00	A
Agilent Technologies (A) Q2 Earnings and Revenues Miss Estimates	0.013864190317690372	0.9623858332633972	0.023749953135848045	http://www.zacks.com/stock/news/414066/agilent-technologies-a-q2-earnings-and-revenues-miss-estimates?cid=CS-BENZ-FT-414066	Zacks	2019-05-14 00:00:00	A
Agilent down 8% after hours on FQ2 miss, revenue guidance cut	0.00837642140686512	0.969427227973938	0.022196313366293907	https://seekingalpha.com/news/3463657-agilent-8-percent-hours-fq2-miss-revenue-guidance-cut?source=partner_benzinga	Seeking Alpha	2019-05-14 00:00:00	A
A, ACB, EGHT and TLRY among notable after hour movers	0.17797249555587769	0.013136651366949081	0.8088908195495605	https://seekingalpha.com/news/3463760-acb-eght-tlry-among-notable-hour-movers?source=partner_benzinga	Seeking Alpha	2019-05-14 00:00:00	A
Agilent Technologies, Inc. (A) CEO Mike McMullen on Q2 2019 Results - Earnings Call Transcript	0.02668500691652298	0.06351526826620102	0.9097996950149536	https://seekingalpha.com/article/4264085-agilent-technologies-inc-ceo-mike-mcmullen-q2-2019-results-earnings-call-transcript?source=partner_benzinga	Seeking Alpha	2019-05-14 00:00:00	A
What To Expect From Agilent's Earnings	0.03959740325808525	0.02070959284901619	0.939693033695221	https://www.benzinga.com/node/13734637	TalkMarkets	2019-05-14 00:00:00	A
Agilent misses by $0.01, misses on revenue	0.01732727326452732	0.9283501505851746	0.05432260408997536	https://seekingalpha.com/news/3463639-agilent-misses-0_01-misses-revenue?source=partner_benzinga	Seeking Alpha	2019-05-14 00:00:00	A
Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q1 2019 Update	0.03513278067111969	0.017522042617201805	0.9473451972007751	https://seekingalpha.com/article/4263370-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q1-2019-update?source=partner_benzinga	Seeking Alpha	2019-05-13 00:00:00	A
Agilent Q2 2019 Earnings Preview	0.41405290365219116	0.06300482153892517	0.5229422450065613	https://seekingalpha.com/news/3463067-agilent-q2-2019-earnings-preview?source=partner_benzinga	Seeking Alpha	2019-05-13 00:00:00	A
Notable earnings after Tuesday's close	0.8953564763069153	0.06655149161815643	0.03809202462434769	https://seekingalpha.com/news/3462948-notable-earnings-tuesday-s-close?source=partner_benzinga	Seeking Alpha	2019-05-13 00:00:00	A
Stocks Rise Along with the Tariffs. Go Figure!	0.3131466507911682	0.0810934528708458	0.605759859085083	https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-BENZ-FT-21316	Zacks	2019-05-11 00:00:00	A
Can New Offerings & Buyouts Aid Cisco's (CSCO) Q3 Earnings?	0.8060171604156494	0.009702647104859352	0.18428023159503937	http://www.zacks.com/stock/news/412520/can-new-offerings-buyouts-aid-ciscos-csco-q3-earnings?cid=CS-BENZ-FT-412520	Zacks	2019-05-10 00:00:00	A
